frame,vis_score,vis_label,n_obj,n_danger,n_caution,n_safe,nearest_m,min_ttc,obj_classes
475,0.837,Good,10,1,3,6,13.52,1.13,vehicle;vehicle;vehicle;vehicle;vehicle;vehicle;vehicle;pedestrian;vehicle;vehicle
478,0.817,Good,9,1,1,7,18.03,0.50,vehicle;vehicle;vehicle;vehicle;vehicle;vehicle;vehicle;vehicle;vehicle
481,0.809,Good,9,1,2,6,12.77,0.50,vehicle;vehicle;vehicle;vehicle;vehicle;vehicle;vehicle;vehicle;vehicle
484,0.812,Good,6,0,1,5,31.58,,vehicle;pedestrian;vehicle;vehicle;vehicle;vehicle
487,0.806,Good,10,0,4,6,26.27,1.63,vehicle;pedestrian;vehicle;vehicle;vehicle;vehicle;vehicle;vehicle;vehicle;pedestrian
490,0.809,Good,10,0,4,6,22.17,1.17,pedestrian;vehicle;vehicle;vehicle;vehicle;vehicle;vehicle;vehicle;vehicle;vehicle
493,0.803,Good,7,0,3,4,21.89,,vehicle;vehicle;vehicle;vehicle;vehicle;pedestrian;vehicle
496,0.794,Good,4,0,3,1,21.38,,vehicle;vehicle;pedestrian;vehicle
499,0.818,Good,4,0,1,3,26.27,,vehicle;vehicle;vehicle;vehicle
502,0.825,Good,5,0,1,4,23.58,1.31,vehicle;vehicle;vehicle;vehicle;vehicle
505,0.836,Good,8,1,2,5,10.33,1.31,vehicle;vehicle;vehicle;vehicle;vehicle;vehicle;vehicle;vehicle
508,0.839,Good,8,0,4,4,31.71,1.01,vehicle;vehicle;vehicle;vehicle;vehicle;vehicle;vehicle;vehicle
511,0.864,Good,9,1,8,0,17.68,0.50,vehicle;vehicle;vehicle;vehicle;pedestrian;vehicle;vehicle;vehicle;vehicle
514,0.877,Good,8,1,1,6,8.36,,vehicle;vehicle;vehicle;vehicle;pedestrian;vehicle;vehicle;vehicle
517,0.863,Good,10,2,5,3,8.00,0.75,vehicle;vehicle;vehicle;vehicle;vehicle;vehicle;vehicle;vehicle;vehicle;vehicle
520,0.872,Good,6,1,1,4,4.84,,vehicle;vehicle;vehicle;vehicle;vehicle;vehicle
523,0.878,Good,8,3,3,2,5.22,0.50,vehicle;vehicle;vehicle;vehicle;vehicle;vehicle;vehicle;vehicle
526,0.872,Good,9,4,0,5,5.31,0.50,vehicle;vehicle;vehicle;vehicle;vehicle;vehicle;vehicle;vehicle;vehicle
529,0.879,Good,8,1,0,7,5.64,,vehicle;vehicle;vehicle;vehicle;vehicle;vehicle;vehicle;vehicle
532,0.916,Good,10,1,2,7,5.78,0.50,vehicle;vehicle;vehicle;vehicle;vehicle;vehicle;vehicle;vehicle;vehicle;vehicle
535,0.953,Good,4,0,1,3,12.95,,vehicle;vehicle;vehicle;vehicle
538,0.974,Good,3,1,0,2,18.03,0.50,vehicle;vehicle;vehicle
541,0.985,Good,4,1,2,1,8.21,,vehicle;vehicle;vehicle;vehicle
544,0.949,Good,6,0,1,5,32.84,0.50,vehicle;vehicle;vehicle;vehicle;vehicle;pedestrian
547,0.835,Good,9,0,4,5,23.58,3.30,vehicle;vehicle;vehicle;vehicle;vehicle;vehicle;vehicle;vehicle;vehicle
550,0.754,Good,7,0,3,4,22.99,,vehicle;vehicle;vehicle;vehicle;vehicle;vehicle;vehicle
553,0.695,Good,2,0,0,2,39.98,,vehicle;vehicle
556,0.666,Good,1,0,0,1,48.39,,vehicle
559,0.722,Good,1,0,1,0,39.98,,vehicle
562,0.750,Good,1,0,1,0,40.08,,pedestrian
565,0.809,Good,2,0,1,1,34.74,,pedestrian;vehicle
568,0.853,Good,5,0,2,3,18.39,,vehicle;vehicle;vehicle;vehicle;vehicle
571,0.872,Good,5,0,1,4,23.58,,vehicle;vehicle;vehicle;vehicle;vehicle
574,0.876,Good,3,0,2,1,19.99,,vehicle;vehicle;vehicle
577,0.849,Good,3,0,0,3,28.73,,vehicle;vehicle;vehicle
580,0.821,Good,2,0,1,1,20.43,,vehicle;vehicle
583,0.803,Good,1,0,0,1,57.47,,vehicle
586,0.798,Good,1,0,0,1,54.09,,vehicle
589,0.815,Good,1,0,0,1,57.47,,vehicle
592,0.840,Good,5,0,0,5,48.39,,vehicle;vehicle;vehicle;vehicle;vehicle
595,0.866,Good,8,0,3,5,20.04,,vehicle;vehicle;pedestrian;vehicle;vehicle;vehicle;vehicle;vehicle
598,0.883,Good,7,0,2,5,19.30,4.60,vehicle;pedestrian;vehicle;vehicle;vehicle;vehicle;vehicle
601,0.902,Good,6,0,3,3,15.85,,vehicle;vehicle;vehicle;vehicle;vehicle;vehicle
604,0.910,Good,4,1,2,1,6.43,,vehicle;vehicle;vehicle;vehicle
607,0.914,Good,10,1,4,5,18.03,0.50,vehicle;vehicle;vehicle;vehicle;vehicle;vehicle;vehicle;vehicle;vehicle;vehicle
610,0.901,Good,2,0,1,1,35.36,,vehicle;vehicle
613,0.888,Good,3,1,0,2,13.93,,vehicle;vehicle;pedestrian
616,0.875,Good,2,0,0,2,28.16,,pedestrian;pedestrian
619,0.847,Good,1,1,0,0,13.72,,vehicle
622,0.830,Good,2,0,2,0,17.08,,pedestrian;pedestrian
625,0.802,Good,4,1,2,1,9.99,0.50,vehicle;vehicle;vehicle;vehicle
628,0.790,Good,3,0,2,1,33.61,0.70,vehicle;vehicle;pedestrian
631,0.807,Good,4,0,2,2,17.35,,vehicle;vehicle;vehicle;pedestrian
634,0.819,Good,2,0,2,0,16.13,,vehicle;vehicle
637,0.860,Good,3,0,0,3,30.65,,vehicle;pedestrian;vehicle
640,0.896,Good,2,1,1,0,16.13,0.54,vehicle;vehicle
643,0.916,Good,4,0,2,2,14.37,,vehicle;vehicle;vehicle;vehicle
646,0.918,Good,3,0,1,2,31.71,0.54,vehicle;vehicle;vehicle
649,0.922,Good,4,0,3,1,8.36,,vehicle;vehicle;vehicle;vehicle
652,0.884,Good,6,0,3,3,27.86,,vehicle;vehicle;vehicle;vehicle;vehicle;vehicle
655,0.858,Good,4,1,3,0,10.57,0.50,vehicle;vehicle;vehicle;pedestrian
658,0.850,Good,3,0,1,2,36.78,,vehicle;vehicle;pedestrian
661,0.845,Good,8,0,2,6,32.56,7.72,vehicle;vehicle;vehicle;pedestrian;vehicle;vehicle;pedestrian;vehicle
664,0.841,Good,8,0,1,7,24.85,,vehicle;vehicle;vehicle;vehicle;vehicle;vehicle;vehicle;vehicle
667,0.841,Good,10,0,3,7,23.58,5.19,vehicle;vehicle;vehicle;vehicle;vehicle;vehicle;pedestrian;vehicle;vehicle;vehicle
670,0.833,Good,8,1,0,7,15.07,0.50,vehicle;vehicle;vehicle;vehicle;vehicle;vehicle;vehicle;vehicle
673,0.823,Good,7,0,5,2,19.16,0.50,vehicle;vehicle;vehicle;vehicle;vehicle;vehicle;vehicle
676,0.825,Good,9,0,4,5,22.99,0.50,vehicle;vehicle;vehicle;vehicle;vehicle;vehicle;vehicle;vehicle;vehicle
679,0.835,Good,7,0,4,3,20.90,2.05,vehicle;vehicle;vehicle;vehicle;pedestrian;vehicle;vehicle
682,0.845,Good,7,1,2,4,20.43,0.64,vehicle;vehicle;pedestrian;vehicle;vehicle;vehicle;vehicle
685,0.869,Good,8,0,5,3,19.66,0.50,vehicle;pedestrian;vehicle;vehicle;vehicle;vehicle;vehicle;vehicle
688,0.889,Good,8,0,3,5,17.37,,pedestrian;vehicle;vehicle;vehicle;vehicle;vehicle;vehicle;vehicle
691,0.868,Good,6,1,2,3,12.95,2.05,vehicle;vehicle;vehicle;vehicle;vehicle;vehicle
694,0.689,Good,5,0,3,2,29.66,0.50,vehicle;vehicle;pedestrian;vehicle;vehicle
697,0.720,Good,5,1,2,2,13.72,0.50,vehicle;vehicle;vehicle;vehicle;vehicle
700,0.749,Good,6,2,2,2,11.79,1.81,vehicle;vehicle;vehicle;vehicle;vehicle;pedestrian
703,0.766,Good,6,2,1,3,8.76,10.09,vehicle;vehicle;vehicle;vehicle;vehicle;vehicle
706,0.773,Good,3,2,0,1,6.71,0.50,vehicle;vehicle;vehicle
709,0.775,Good,3,2,0,1,6.13,0.79,vehicle;vehicle;vehicle
712,0.783,Good,10,0,6,4,8.21,0.50,vehicle;vehicle;vehicle;vehicle;vehicle;vehicle;vehicle;vehicle;vehicle;vehicle
715,0.805,Good,3,0,3,0,18.39,1.81,vehicle;vehicle;vehicle
718,0.842,Good,4,1,1,2,15.07,,vehicle;vehicle;vehicle;vehicle
721,0.882,Good,2,0,1,1,15.07,,vehicle;vehicle
724,0.881,Good,2,2,0,0,9.89,,vehicle;vehicle
727,0.864,Good,4,1,1,2,11.79,,vehicle;vehicle;vehicle;vehicle
730,0.833,Good,3,0,2,1,18.03,,vehicle;vehicle;vehicle
733,0.810,Good,3,1,2,0,12.77,1.17,vehicle;vehicle;pedestrian
736,0.773,Good,2,0,0,2,48.39,,vehicle;vehicle
739,0.934,Good,1,0,1,0,13.33,,vehicle
742,0.889,Good,6,0,1,5,14.59,,vehicle;vehicle;vehicle;vehicle;pedestrian;vehicle
745,0.868,Good,4,1,2,1,11.79,1.07,vehicle;vehicle;vehicle;vehicle
748,0.837,Good,4,0,1,3,39.98,,vehicle;vehicle;vehicle;vehicle
751,0.843,Good,8,0,6,2,6.52,,vehicle;vehicle;vehicle;vehicle;vehicle;vehicle;vehicle;vehicle
754,0.865,Good,8,1,3,4,7.36,0.56,vehicle;vehicle;vehicle;vehicle;vehicle;vehicle;vehicle;vehicle
757,0.880,Good,3,0,2,1,17.35,,vehicle;vehicle;vehicle
760,0.903,Good,3,0,3,0,19.99,,vehicle;vehicle;vehicle
763,0.912,Good,8,1,4,3,10.95,,vehicle;vehicle;vehicle;vehicle;vehicle;vehicle;vehicle;vehicle
766,0.898,Good,9,0,2,7,27.86,,vehicle;vehicle;vehicle;vehicle;vehicle;vehicle;vehicle;vehicle;vehicle
769,0.871,Good,4,0,1,3,17.35,,vehicle;vehicle;vehicle;vehicle
772,0.860,Good,2,0,1,1,31.71,,vehicle;vehicle
775,0.832,Good,3,0,1,2,25.54,,vehicle;vehicle;vehicle
778,0.852,Good,6,1,2,3,12.60,,vehicle;vehicle;vehicle;vehicle;vehicle;vehicle
781,0.843,Good,4,0,3,1,23.58,,vehicle;vehicle;vehicle;vehicle
784,0.858,Good,5,3,1,1,6.43,0.50,vehicle;vehicle;vehicle;vehicle;vehicle
787,0.884,Good,8,0,6,2,7.07,0.50,vehicle;vehicle;vehicle;vehicle;vehicle;vehicle;pedestrian;vehicle
790,0.876,Good,8,1,3,4,6.21,3.41,vehicle;vehicle;vehicle;vehicle;vehicle;vehicle;vehicle;vehicle
793,0.871,Good,9,0,5,4,6.97,3.41,vehicle;vehicle;vehicle;vehicle;vehicle;vehicle;vehicle;vehicle;vehicle
796,0.856,Good,9,0,4,5,27.04,,vehicle;vehicle;vehicle;vehicle;vehicle;vehicle;vehicle;vehicle;vehicle
799,0.848,Good,8,2,2,4,8.28,0.50,vehicle;vehicle;vehicle;vehicle;vehicle;vehicle;vehicle;vehicle
802,0.831,Good,10,2,5,3,8.67,0.52,vehicle;vehicle;vehicle;vehicle;vehicle;vehicle;vehicle;pedestrian;pedestrian;vehicle
805,0.826,Good,7,0,4,3,18.03,,vehicle;vehicle;vehicle;vehicle;vehicle;vehicle;vehicle
808,0.827,Good,8,1,2,5,11.35,0.50,vehicle;vehicle;vehicle;vehicle;vehicle;vehicle;vehicle;vehicle
811,0.830,Good,5,0,1,4,45.97,,vehicle;vehicle;vehicle;vehicle;vehicle
814,0.829,Good,10,3,5,2,7.73,0.50,vehicle;vehicle;vehicle;vehicle;vehicle;vehicle;vehicle;vehicle;vehicle;vehicle
817,0.831,Good,5,1,1,3,9.10,,vehicle;vehicle;vehicle;vehicle;vehicle
820,0.814,Good,4,1,1,2,15.85,3.74,vehicle;vehicle;vehicle;vehicle
823,0.800,Good,5,1,3,1,16.13,0.50,vehicle;vehicle;vehicle;vehicle;vehicle
826,0.785,Good,9,4,3,2,12.43,0.50,vehicle;vehicle;vehicle;vehicle;vehicle;vehicle;vehicle;vehicle;vehicle
829,0.772,Good,8,1,4,3,16.72,7.68,vehicle;vehicle;vehicle;vehicle;vehicle;vehicle;vehicle;vehicle
832,0.791,Good,10,1,5,4,15.85,2.83,vehicle;vehicle;vehicle;vehicle;vehicle;vehicle;vehicle;vehicle;vehicle;vehicle
835,0.820,Good,10,1,3,6,20.90,0.50,vehicle;vehicle;pedestrian;vehicle;vehicle;vehicle;vehicle;vehicle;vehicle;vehicle
838,0.832,Good,7,5,1,1,8.51,0.98,vehicle;vehicle;vehicle;vehicle;vehicle;vehicle;vehicle
841,0.831,Good,6,1,4,1,11.49,,vehicle;vehicle;vehicle;vehicle;vehicle;vehicle
844,0.840,Good,9,1,3,5,12.77,0.50,vehicle;vehicle;vehicle;vehicle;vehicle;vehicle;vehicle;vehicle;vehicle
847,0.828,Good,6,1,2,3,5.71,,vehicle;vehicle;vehicle;vehicle;vehicle;vehicle
850,0.824,Good,5,0,2,3,23.58,1.77,vehicle;vehicle;vehicle;vehicle;vehicle
853,0.822,Good,1,0,0,1,61.30,9.67,vehicle
856,0.814,Good,4,0,1,3,24.85,7.76,vehicle;vehicle;vehicle;vehicle
859,0.820,Good,5,0,2,3,7.18,0.50,vehicle;vehicle;vehicle;vehicle;vehicle
862,0.831,Good,7,3,3,1,7.54,1.27,vehicle;vehicle;vehicle;vehicle;vehicle;vehicle;vehicle
865,0.837,Good,3,0,1,2,29.66,7.91,vehicle;vehicle;vehicle
868,0.842,Good,4,2,1,1,7.18,,vehicle;vehicle;vehicle;vehicle
871,0.849,Good,3,1,1,1,8.84,,vehicle;vehicle;vehicle
874,0.858,Good,5,0,3,2,14.83,,vehicle;vehicle;vehicle;vehicle;vehicle
877,0.868,Good,4,0,1,3,22.43,,vehicle;vehicle;vehicle;vehicle
880,0.865,Good,5,1,2,2,6.91,,vehicle;vehicle;vehicle;vehicle;vehicle
883,0.861,Good,6,1,2,3,17.35,,vehicle;vehicle;vehicle;vehicle;vehicle;vehicle
886,0.859,Good,8,3,2,3,6.81,0.50,vehicle;vehicle;vehicle;vehicle;vehicle;vehicle;vehicle;vehicle
889,0.864,Good,8,2,5,1,8.28,0.85,vehicle;vehicle;vehicle;vehicle;vehicle;vehicle;vehicle;vehicle
892,0.870,Good,9,0,6,3,8.07,,vehicle;vehicle;vehicle;vehicle;vehicle;vehicle;vehicle;vehicle;vehicle
895,0.884,Good,7,2,4,1,11.64,0.67,vehicle;vehicle;vehicle;vehicle;vehicle;vehicle;vehicle
898,0.889,Good,5,1,1,3,8.36,0.50,vehicle;vehicle;vehicle;vehicle;vehicle
901,0.887,Good,3,0,2,1,28.73,0.50,vehicle;vehicle;vehicle
904,0.887,Good,10,0,4,6,9.29,0.50,vehicle;vehicle;vehicle;vehicle;vehicle;vehicle;vehicle;vehicle;vehicle;vehicle
907,0.887,Good,6,1,3,2,19.99,0.50,vehicle;vehicle;vehicle;vehicle;vehicle;vehicle
910,0.857,Good,5,0,2,3,27.04,,vehicle;vehicle;vehicle;vehicle;vehicle
913,0.854,Good,5,1,1,3,18.95,0.50,pedestrian;vehicle;vehicle;vehicle;vehicle
916,0.860,Good,5,1,2,2,9.01,,vehicle;vehicle;vehicle;vehicle;vehicle
919,0.875,Good,4,0,1,3,18.39,0.50,vehicle;vehicle;vehicle;vehicle
922,0.894,Good,7,1,0,6,17.03,,vehicle;vehicle;vehicle;vehicle;vehicle;vehicle;vehicle
925,0.900,Good,10,1,5,4,6.09,0.50,vehicle;vehicle;vehicle;vehicle;vehicle;vehicle;vehicle;vehicle;vehicle;vehicle
928,0.911,Good,5,1,3,1,5.22,0.50,vehicle;vehicle;vehicle;vehicle;vehicle
931,0.904,Good,10,0,7,3,7.86,3.75,vehicle;vehicle;vehicle;vehicle;vehicle;vehicle;vehicle;vehicle;vehicle;vehicle
934,0.892,Good,4,0,0,4,32.84,,vehicle;vehicle;vehicle;vehicle
937,0.899,Good,6,0,2,4,21.89,,vehicle;vehicle;vehicle;vehicle;vehicle;vehicle
940,0.901,Good,5,0,2,3,18.76,,vehicle;vehicle;vehicle;vehicle;vehicle
943,0.908,Good,4,0,1,3,31.71,,vehicle;vehicle;vehicle;vehicle
946,0.917,Good,3,0,1,2,32.84,,vehicle;vehicle;vehicle
949,0.920,Good,2,0,0,2,54.09,,vehicle;vehicle
952,0.909,Good,1,0,0,1,57.47,,vehicle
955,0.896,Good,2,0,0,2,36.78,,vehicle;vehicle
958,0.872,Good,4,1,2,1,6.86,0.50,vehicle;vehicle;vehicle;vehicle
961,0.858,Good,1,0,1,0,30.65,,vehicle
964,0.856,Good,2,0,1,1,24.81,,pedestrian;vehicle
967,0.847,Good,3,0,1,2,24.85,,vehicle;vehicle;vehicle
970,0.817,Good,2,0,1,1,13.72,,vehicle;vehicle
973,0.811,Good,2,0,1,1,20.43,,vehicle;vehicle
976,0.796,Good,4,1,0,3,10.82,0.90,vehicle;vehicle;vehicle;vehicle
979,0.795,Good,1,0,1,0,43.78,,vehicle
982,0.794,Good,1,0,0,1,54.09,,vehicle
985,0.798,Good,2,0,0,2,57.47,,vehicle;vehicle
988,0.791,Good,2,0,0,2,48.39,1.62,vehicle;vehicle
991,0.797,Good,2,0,0,2,41.79,,vehicle;vehicle
994,0.799,Good,2,0,0,2,32.84,,vehicle;vehicle
997,0.807,Good,1,0,0,1,48.39,,vehicle
1000,0.820,Good,1,0,1,0,11.08,,vehicle
1003,0.862,Good,10,3,6,1,7.48,0.50,vehicle;vehicle;vehicle;vehicle;vehicle;vehicle;vehicle;vehicle;vehicle;vehicle
1006,0.892,Good,2,0,1,1,15.07,,vehicle;vehicle
1009,0.876,Good,6,1,3,2,19.99,0.50,vehicle;vehicle;vehicle;vehicle;vehicle;vehicle
1012,0.878,Good,3,1,2,0,14.83,0.50,vehicle;vehicle;vehicle
1015,0.858,Good,5,0,2,3,9.48,0.50,vehicle;vehicle;vehicle;vehicle;vehicle
1018,0.835,Good,2,0,0,2,45.97,,pedestrian;vehicle
1021,0.833,Good,2,0,0,2,34.05,,vehicle;pedestrian
1024,0.813,Good,3,0,2,1,15.07,,vehicle;vehicle;vehicle
1027,0.792,Good,3,0,0,3,43.78,,vehicle;vehicle;vehicle
1030,0.852,Good,2,0,0,2,51.08,,vehicle;vehicle
1033,0.863,Good,9,1,4,4,9.19,0.50,vehicle;vehicle;vehicle;vehicle;vehicle;vehicle;vehicle;vehicle;vehicle
1036,0.865,Good,10,2,3,5,8.21,0.50,vehicle;vehicle;vehicle;vehicle;vehicle;vehicle;vehicle;pedestrian;vehicle;vehicle
1039,0.864,Good,10,6,2,2,6.71,0.50,vehicle;vehicle;vehicle;vehicle;vehicle;vehicle;vehicle;vehicle;vehicle;vehicle
1042,0.874,Good,8,1,2,5,9.10,0.50,vehicle;vehicle;vehicle;pedestrian;vehicle;vehicle;vehicle;vehicle
1045,0.915,Good,5,1,3,1,7.93,0.50,vehicle;vehicle;vehicle;vehicle;vehicle
1048,0.924,Good,4,0,1,3,22.43,,vehicle;vehicle;vehicle;vehicle
1051,0.936,Good,3,0,2,1,17.03,,vehicle;vehicle;vehicle
1054,0.947,Good,3,0,2,1,16.72,0.84,vehicle;vehicle;vehicle
1057,0.953,Good,3,0,1,2,13.14,,vehicle;vehicle;vehicle
1060,0.953,Good,1,0,1,0,16.42,,vehicle
1063,0.946,Good,1,0,0,1,54.09,,vehicle
1066,0.938,Good,4,1,0,3,5.61,0.56,vehicle;vehicle;vehicle;vehicle
1069,0.943,Good,3,1,1,1,8.07,,vehicle;vehicle;vehicle
1072,0.948,Good,3,1,2,0,10.69,,vehicle;vehicle;vehicle
1075,0.953,Good,4,2,2,0,6.13,0.90,vehicle;vehicle;vehicle;vehicle
1078,0.955,Good,3,0,1,2,6.66,,vehicle;vehicle;vehicle
1081,0.952,Good,2,0,1,1,33.61,,vehicle;pedestrian
1084,0.947,Good,4,0,3,1,16.13,,vehicle;vehicle;vehicle;vehicle
1087,0.948,Good,6,0,6,0,17.35,0.50,vehicle;vehicle;vehicle;vehicle;vehicle;vehicle
1090,0.943,Good,6,0,2,4,10.82,,vehicle;vehicle;vehicle;vehicle;pedestrian;vehicle
1093,0.934,Good,6,0,1,5,18.03,,vehicle;vehicle;vehicle;vehicle;vehicle;vehicle
1096,0.924,Good,5,0,3,2,7.79,,vehicle;vehicle;vehicle;vehicle;vehicle
1099,0.916,Good,5,0,4,1,12.77,0.50,vehicle;vehicle;vehicle;pedestrian;vehicle
1102,0.900,Good,3,0,1,2,21.71,,pedestrian;vehicle;vehicle
1105,0.852,Good,2,0,0,2,38.31,,vehicle;vehicle
1108,0.795,Good,2,1,1,0,19.56,,vehicle;vehicle
1111,0.762,Good,2,1,0,1,19.56,,vehicle;vehicle
1114,0.756,Good,3,0,2,1,25.54,,vehicle;vehicle;vehicle
1117,0.760,Good,3,1,0,2,15.58,,vehicle;vehicle;vehicle
1120,0.793,Good,5,1,1,3,19.16,,vehicle;vehicle;vehicle;vehicle;vehicle
1123,0.810,Good,3,1,1,1,12.26,,vehicle;vehicle;vehicle
1126,0.848,Good,9,0,4,5,16.72,,vehicle;vehicle;vehicle;vehicle;vehicle;vehicle;vehicle;vehicle;vehicle
1129,0.863,Good,10,0,5,5,22.43,,vehicle;vehicle;vehicle;vehicle;vehicle;vehicle;vehicle;vehicle;vehicle;vehicle
1132,0.877,Good,5,0,4,1,17.35,0.67,vehicle;vehicle;vehicle;vehicle;vehicle
1135,0.892,Good,6,1,2,3,7.54,,vehicle;vehicle;vehicle;vehicle;vehicle;vehicle
1138,0.889,Good,5,0,3,2,17.35,,vehicle;vehicle;vehicle;vehicle;vehicle
1141,0.892,Good,4,2,1,1,8.51,0.50,vehicle;vehicle;vehicle;vehicle
1144,0.896,Good,6,3,3,0,7.48,0.54,vehicle;vehicle;vehicle;vehicle;vehicle;vehicle
1147,0.908,Good,8,1,3,4,13.72,0.58,vehicle;vehicle;vehicle;vehicle;vehicle;vehicle;vehicle;vehicle
1150,0.899,Good,6,1,3,2,17.35,0.50,vehicle;vehicle;vehicle;vehicle;vehicle;vehicle
1153,0.915,Good,6,1,2,3,8.51,6.17,vehicle;vehicle;vehicle;vehicle;vehicle;vehicle
1156,0.918,Good,7,0,4,3,14.37,0.57,vehicle;vehicle;vehicle;vehicle;vehicle;vehicle;vehicle
1159,0.844,Good,5,2,0,3,12.43,,vehicle;vehicle;vehicle;vehicle;vehicle
1162,0.818,Good,8,0,2,6,21.38,1.35,vehicle;vehicle;vehicle;vehicle;vehicle;vehicle;pedestrian;vehicle
1165,0.811,Good,10,0,3,7,22.99,1.35,vehicle;vehicle;vehicle;vehicle;vehicle;vehicle;vehicle;vehicle;pedestrian;pedestrian
1168,0.813,Good,6,1,2,3,8.59,0.50,vehicle;vehicle;pedestrian;vehicle;vehicle;vehicle
1171,0.815,Good,9,1,2,6,9.01,,vehicle;vehicle;vehicle;vehicle;vehicle;vehicle;vehicle;vehicle;vehicle
1174,0.820,Good,10,1,3,6,13.33,0.50,vehicle;vehicle;vehicle;vehicle;vehicle;vehicle;vehicle;vehicle;vehicle;vehicle
1177,0.828,Good,8,1,5,2,11.79,0.50,vehicle;vehicle;vehicle;vehicle;vehicle;vehicle;vehicle;vehicle
1180,0.835,Good,8,0,7,1,9.89,,vehicle;vehicle;vehicle;vehicle;vehicle;vehicle;vehicle;vehicle
1183,0.842,Good,8,2,3,3,10.69,0.50,vehicle;vehicle;vehicle;vehicle;vehicle;vehicle;vehicle;vehicle
1186,0.838,Good,9,0,4,5,17.03,0.50,vehicle;vehicle;vehicle;vehicle;vehicle;vehicle;vehicle;vehicle;vehicle
1189,0.826,Good,6,1,2,3,13.72,0.50,vehicle;vehicle;vehicle;vehicle;pedestrian;vehicle
1192,0.817,Good,7,1,2,4,15.32,,vehicle;vehicle;vehicle;vehicle;vehicle;vehicle;vehicle
1195,0.817,Good,4,1,1,2,11.08,,vehicle;vehicle;vehicle;vehicle
1198,0.820,Good,6,0,5,1,7.07,0.79,vehicle;vehicle;vehicle;vehicle;vehicle;vehicle
1201,0.829,Good,10,2,7,1,18.76,0.50,vehicle;vehicle;vehicle;vehicle;vehicle;vehicle;vehicle;vehicle;vehicle;vehicle
1204,0.836,Good,9,0,2,7,28.73,0.62,vehicle;vehicle;vehicle;vehicle;vehicle;vehicle;vehicle;vehicle;vehicle
1207,0.838,Good,9,0,1,8,19.16,0.50,vehicle;vehicle;vehicle;vehicle;vehicle;vehicle;vehicle;vehicle;vehicle
1210,0.835,Good,10,1,4,5,14.15,0.50,vehicle;vehicle;vehicle;vehicle;vehicle;vehicle;vehicle;vehicle;vehicle;vehicle
1213,0.829,Good,6,0,3,3,16.13,,vehicle;vehicle;vehicle;vehicle;pedestrian;vehicle
1216,0.827,Good,3,0,1,2,27.86,1.65,vehicle;vehicle;vehicle
1219,0.829,Good,7,1,1,5,13.93,,vehicle;vehicle;vehicle;vehicle;pedestrian;vehicle;vehicle
1222,0.827,Good,3,0,2,1,9.68,,vehicle;vehicle;vehicle
1225,0.814,Good,5,0,2,3,13.33,8.24,vehicle;vehicle;vehicle;vehicle;vehicle
1228,0.806,Good,2,0,2,0,16.42,,vehicle;vehicle
1231,0.802,Good,4,0,3,1,18.76,1.59,vehicle;vehicle;vehicle;vehicle
1234,0.794,Good,8,0,1,7,13.72,,vehicle;vehicle;vehicle;vehicle;vehicle;vehicle;vehicle;vehicle
1237,0.789,Good,7,0,4,3,6.91,,vehicle;vehicle;vehicle;vehicle;vehicle;vehicle;vehicle
1240,0.793,Good,4,0,4,0,11.08,3.22,vehicle;vehicle;vehicle;vehicle
1243,0.796,Good,7,0,4,3,16.13,0.51,vehicle;vehicle;vehicle;vehicle;vehicle;vehicle;vehicle
1246,0.804,Good,3,1,0,2,17.03,1.12,vehicle;vehicle;vehicle
1249,0.811,Good,5,0,2,3,7.86,,vehicle;vehicle;vehicle;vehicle;vehicle
1252,0.818,Good,4,1,1,2,12.10,0.50,vehicle;vehicle;vehicle;vehicle
1255,0.816,Good,4,0,2,2,15.58,0.50,vehicle;vehicle;vehicle;vehicle
1258,0.802,Good,2,0,1,1,24.85,,vehicle;vehicle
1261,0.798,Good,3,1,1,1,7.60,0.50,vehicle;vehicle;vehicle
1264,0.777,Good,3,1,1,1,4.14,,vehicle;vehicle;vehicle
1267,0.773,Good,5,1,2,2,8.67,,vehicle;vehicle;vehicle;vehicle;vehicle
1270,0.760,Good,4,1,1,2,4.22,21.42,vehicle;vehicle;vehicle;vehicle
1273,0.796,Good,5,2,1,2,4.20,,vehicle;vehicle;vehicle;vehicle;vehicle
1276,0.761,Good,4,1,1,2,10.82,,vehicle;vehicle;pedestrian;vehicle
1279,0.759,Good,8,2,3,3,11.79,0.50,vehicle;vehicle;vehicle;pedestrian;vehicle;vehicle;vehicle;vehicle
1282,0.763,Good,3,0,1,2,24.81,,vehicle;pedestrian;vehicle
1285,0.760,Good,9,1,4,4,14.37,0.50,vehicle;vehicle;vehicle;vehicle;vehicle;vehicle;vehicle;pedestrian;vehicle
1288,0.759,Good,7,0,4,3,15.32,4.30,vehicle;vehicle;vehicle;vehicle;pedestrian;pedestrian;vehicle
1291,0.763,Good,6,2,3,1,4.30,5.64,vehicle;vehicle;vehicle;vehicle;pedestrian;vehicle
1294,0.770,Good,6,2,4,0,4.84,0.84,vehicle;vehicle;vehicle;vehicle;vehicle;pedestrian
1297,0.791,Good,6,2,1,3,4.30,3.04,vehicle;vehicle;vehicle;pedestrian;vehicle;vehicle
1300,0.804,Good,3,2,0,1,4.30,,vehicle;vehicle;vehicle
1303,0.815,Good,4,1,2,1,4.32,95.17,vehicle;vehicle;vehicle;vehicle
1306,0.817,Good,5,1,2,2,4.32,0.53,vehicle;vehicle;vehicle;vehicle;vehicle
